bagk 闭馆
yvws 腋窝
yvwt 验证问题
yvwti 一种问题
yvww 宇宙万物
yvwwi 言之无物
yvwx 医治无效
yvwz 言者无罪
yvxb 臆想
yvxbi 与之相比
yvxc 语重心长
yvxci 意志消沉
yvxf 与之相反
yvxfi 亚洲雄风
yvxh 验血
yvxl 腌熏
yvxle 月销量
yvxu 约需
yvxv 胰腺
yvxw 月薪
yvxwi 云蒸霞蔚
yvxx 一直相信
yvxxi 一种现象
yvxxu 验证消息
yvxy 腋下
yvyb 验孕棒
yvyc 一张一弛
yvyci 义正严词
yvycu 有张有弛
yvyd 有这样的
yvydi 严阵以待
yvydu 圆周运动
yvye 缘由
yvyei 腰眼
yvyeu 幼圆
yvyh 亦真亦幻
yvyhe 一战以后
yvyi 月晕
yvyk 验印
yvyl 一直以来
yvyle 言之有理
yvym 用之于民
yvyn 验孕
yvyr 有朝一日
yvys 一招一式
yvyt 胰液
yvyv 一阵一阵
yvyvi 纭纭
yvyw 一直以为
yvyw; 一砖一瓦
yvywe 腋芽
yvywi 原汁原味
yvywo 言之有物
yvywu 幼芽
yvyx 严重影响
yvyx; 亦庄亦谐
yvyxa 邮政银行
yvyxe 月牙形
yvyxi 一朝一夕
yvyxo 亦正亦邪
yvyxu 一针一线
yvyy 越战越勇
yvze 幼崽
yvzf 彝族
yvzl 臆造
yvzt 腌渍
yvzv 胰脏
yvzx 一直在想
yvzz 言之凿凿
ywbd 药补
ywbdi 有问必答
ywbf 荫庇
ywbh 也未必会
ywbj 言无不尽
ywbl 有闻必录
ywbm 业务部门
ywbme 一文不名
ywbn 也未必能
ywbo 耀斑
ywbr 英镑
ywbv 一文不值
ywbw 荫蔽
ywbx 意外保险
ywcb 药材
ywci 药匙
ywcp 药厂
ywcw 蕴藏
ywcwi 药草
ywcwu 药茶
ywdc 英文单词
ywdci 疑问代词
ywdd 有望达到
ywde 药典
ywdf 药店
ywdg 药单
ywdgi 一万多个
ywdj 一网打尽
ywdl 渔翁得利
ywdz 仰蛙蝶自
ywfg 义无反顾
ywfgi 药粉
ywfgu 义无返顾
ywfh 亿万富豪
ywfm 业务繁忙
ywfme 英法美
ywfw 业务范围
ywfwi 亿万富翁
ywfy 言文方点在四一
ywgb 荧光棒
ywgbi 荧光笔
ywgbu 营构
ywgd 英国的
ywgdi 荧光灯
ywgdu 英国队
ywgf 药膏
ywgj 越王勾践
ywgl 英格兰
ywgle 药罐
ywgp 荧光屏
ywgr 英国人
ywgw 荧光
ywgz 药罐子
ywhc 萤火虫
ywhg 萤火
ywhgi 荧火
ywhh 蕴含
ywhhe 药盒
ywhi 荧惑
ywhl 吆五喝六
ywhn 药壶
ywhr 冤枉好人
ywhs 萦怀
ywht 蕴涵
ywhy 意外怀孕
ywhye 以文会友
ywjb 药检
ywjbi 营建
ywjbo 英剧
ywjbu 英杰
ywjc 药劲
ywje 药具
ywjf 药剂
ywjh 英俊
ywjhe 药价
ywjj 药监局
ywjl 英吉利
ywjle 蕴积
ywjli 以往鉴来
ywjn 艺妓
ywjp 英文键盘
ywjq 药监
ywjs 英文解释
ywjt 药酒
ywjti 芽尖
ywju 芽接
ywjx 药家鑫
ywjy 义务教育
ywjye 营救
ywjz 咬文嚼字
ywkf 药库
ywkl 依我看来
ywkq 一无可取
ywky 艺考
ywlb 英联邦
ywlc 语无伦次
ywlci 营垒
ywld 义务劳动
ywlf 药疗
ywlfi 荫凉
ywlh 杨魏玲花
ywlk 依违两可
ywlr 烟雾缭绕
ywlri 云雾缭绕
ywlru 艺龄
ywls 语文老师
ywlx 营利性
ywlxi 业务联系
ywmb 药棉
ywmf 英美法
ywmfi 英亩
ywmg 薏米
ywmgi 苡米
ywmm 烟雾弥漫
ywmw 荧幕
ywmwi 有完没完
ywmy 因为没有
ywnf 伊万诺夫
ywng 因为那个
ywnr 永无宁日
ywny 因为那样
ywnye 萤囊
ywpb 荧屏
ywpbi 荫棚
ywpd 夷为平地
ywpg 药瓶
ywqh 药企
ywqhe 一文钱难倒英雄汉
ywqi 营区
ywqk 意外情况
ywql 摇尾乞怜
ywqs 一往情深
ywqsi 野外求生
ywqx 愿闻其详
ywqz 仰卧起坐
ywrc 因为如此
ywrh 薏仁
ywrhe 苡仁
ywrj 言无二价
ywrk 药饵
ywrq 因为爱情
ywrv 萦绕
ywry 医务人员
ywsb 艺术
ywsc 意味深长
ywsci 一无是处
ywsco 一无所长
ywscu 一无所成
ywsd 一无所得
ywsg 艺术馆
ywsgi 以为是个
ywsgo 意外事故
ywsgu 以为是一个
ywsh 一无所获
ywshe 艺术化
ywshi 意外收获
ywsho 一无所好
ywshu 意外伤害
ywsj 艺术家
ywsje 艺术节
ywsji 艺术界
ywsjo 亚伟速录机
ywsl 营私
ywsle 亚伟速录
ywsm 因为什么
ywsme 又为什么
ywsn 一无所能
ywsp 艺术品
ywspe 艺术片
ywspi 一碗水端平
ywsq 一无所求
ywss 艺术史
ywst 药师
ywsti 艺术团
ywstu 药水
ywsv 一无所知
ywsve 一问三不知
ywsvi 艺术展
ywsvo 艺术照
ywsvu 药膳
ywsw 也无所谓
ywswi 芫荽
ywsx 艺术性
ywsxi 营收
ywsxu 意外伤害险
ywsy 一无所有
ywsye 因为所以
ywsyi 鱼我所欲也
ywsyo 又为什么要
ywsz 一维数组
ywtd 有问题的
ywtn 艺坛
ywtr 英特尔
ywts 芋头
ywtsi 尤文图斯
ywvc 意外之财
ywvd 用武之地
ywve 营帐
ywvf 药疹
ywvg 因为这个
ywvj 永无止境
ywvje 贻误战机
ywvji 亚伟中文速录机
ywvm 意味着什么
ywvq 勇往直前
ywvs 营寨
ywvt 药渣
ywvy 尤为重要
ywvye 因为这样
ywvyi 言外之意
ywvyo 洋为中用
ywwb 英文版
ywwg 与我无关
ywwgi 英文歌
ywwj 一望无际
ywwje 一望无尽
ywwk 药丸
ywwl 药物
ywwle 业务往来
ywwm 英文名
ywwo 药王
ywwq 一往无前
ywwy 一望无垠
ywxb 艺校
ywxbi 药械
ywxf 药效
ywxl 药箱
ywxle 药香
ywxr 营销
ywxs 药性
ywxsi 鹦鹉学舌
ywxso 英雄杀
ywxsu 言为心声
ywxv 永无休止
ywxw 一物降一物
ywxwi 蕴蓄
ywxx 杳无消息
ywyb 药引
ywybi 英译本
ywyd 英译
ywydi 洋务运动
ywydu 一问一答
ywye 耀眼
ywyg 营养
ywygi 因为一个
ywyi 荫翳
ywyk 英语课
ywyo 营运
ywyp 营养品
ywyr 营业额
ywys 营养素
ywysi 营业税
ywysu 一五一十
ywyt 营业厅
ywyti 药浴
ywytu 药液
ywyw 营养物
ywyw; 允文允武
ywywe 以物易物
ywywi 药药
ywywo 艺苑
ywywu 耀武扬威
ywyx 因为一些
ywyxi 英语系
ywyxo 杳无音讯
ywyxu 杳无音信
ywyy 营业员
ywyye 营养液
ywzh 药皂
ywzj 杳无踪迹
ywzl 营造
ywzm 英文字母
ywzx 阳痿早泄
ywzxi 阳萎早泄
yxbb 也不必
yxbbi 野心勃勃
yxbc 也不错
yxbci 英雄辈出
yxbcu 英雄不问出处
yxbd 意想不到
yxbdi 也变得
yxbdu 一星半点
yxbf 一小部分
yxbfi 也不妨
yxbg 也不过
yxbgi 严刑逼供
yxbh 也不会
yxbl 原形毕露
yxbn 也不能
yxbne 院办
yxbr 于心不忍
yxbs 也不是
yxbsi 英雄本色
yxbt 也不同
yxbti 也不太
yxbv 也不知
yxbw 隐蔽
yxbx 也不行
yxby 也不要
yxby; 也不远
yxbye 也不用
yxbyi 言行不一
yxbyo 艳羡不已
yxbyu 一心不能二用
yxcb 疑信参半
yxcc 忧心忡忡
yxcci 阴沉沉
yxch 也才会
yxcm 阳春面
yxcn 也才能
yxcp 阴唇
yxcs 有效措施
yxcsi 一线城市
yxcx 以心传心
yxcy 阴曹
yxcz 隐藏在
yxdb 隐形的翅膀
yxdc 以销定产
yxdf 一些地方
yxdfi 有些地方
yxdfu 贻笑大方
yxdh 也都会
yxdj 阴跌
yxdk 阴道口
yxdl 阴险毒辣
yxdle 有些道理
yxdm 阴德
yxdme 隐遁
yxdn 遥想当年
yxdo 阴毒
yxds 也都是
yxdsi 有线电视
yxdsu 也得是
yxdt 游戏大厅
yxdv 以飨读者
yxdvi 有许多种
yxdw 阴蒂
yxdx 有些东西
yxdxi 一些东西
yxdy 阴道炎
yxfc 云霄飞车
yxfh 隐伏
yxfhe 阴阜
yxfm 一些方面
yxfme 有些方面
yxfs 以下犯上
yxfsi 鸭血粉丝
yxfsu 雨雪风霜
yxfv 浴血奋战
yxfw 影响范围
yxfx 也发现
yxgb 有线广播
yxgd 阳关道
yxge 阳刚
yxgf 阳亢
yxgh 隐睾
yxgj 一些国家
yxgje 有些国家
yxgs 有限公司
yxgt 阴沟
yxgz 游戏规则
yxhb 也好办
yxhbi 阴核
yxhd 影响很大
yxhdi 也会对
yxhdo 阴户
yxhdu 隐讳
yxhe 隐患
yxhh 隐含
yxhhe 英雄好汉
yxhi 隐晦
yxhie 阴晦
yxhj 英雄豪杰
yxhk 阴狠
yxhl 烟熏火燎
yxhm 院徽
yxhn 隐婚
yxho 阴魂
yxhq 月下花前
yxhr 于心何忍
yxhs 也会是
yxhsi 阴寒
yxhx 以血还血
yxhy 也会有
yxhye 遥相呼应
yxjb 隐居
yxjc 也经常
yxjd 也觉得
yxjdi 以小见大
yxjdo 一星级酒店
yxjdu 因小见大
yxje 阴界
yxjei 阳具
yxjeu 阳界
yxjf 隐疾
yxjg 阳精
yxjh 也就会
yxjhe 也许就会
yxjj 元宵佳节
yxjje 以习近平同志为总书记
yxjm 英雄救美
yxjn 也就能
yxjp 游戏键盘
yxjs 也就是
yxjsi 也许就是
yxjv 运行机制
yxjvi 言行举止
yxjvo 阴险狡诈
yxjvu 院级
yxjw 阴茎
yxkb 依稀可辨
yxkd 严刑拷打
yxkj 依稀可见
yxkn 也可能
yxko 院刊
yxks 也开始
yxky 也可以
yxkye 也许可以
yxld 一系列的
yxlf 阴冷
yxlfi 阴凉
yxlk 用心良苦
yxlm 英雄联盟
yxlp 阴历
yxlpe 阳历
yxlr 月下老人
yxls 意兴阑珊
yxlv 一笑了之
yxlz 阳离子
yxlzi 阴离子
yxmc 英雄莫问出处
yxme 隐瞒
yxmei 陨灭
yxmj 阴谋家
yxml 隐秘
yxmle 阴毛
yxmli 阴谋论
yxmm 隐姓埋名
yxms 阳明山
yxmu 阴霾
yxmy 也没有
yxnc 运行内存
yxng 也能够
yxngi 也难怪
yxngo 也许那个
yxngu 英雄难过美人关
yxni 隐匿
yxny 阴囊
yxpb 异香扑鼻
yxph 隐僻
yxpn 阳坡
yxpy 异性朋友
yxqc 一雪前耻
yxqd 英雄气短
yxqdi 鱼翔浅底
yxqg 英雄气概
yxqh 阳泉
yxqhe 一星期后
yxqi 阴晴
yxqj 一笑千金
yxqk 一些情况
yxql 一泻千里
yxqn 院墙
yxqw 音讯全无
yxqy 一厢情愿
yxqye 一相情愿
yxqz 鱼香茄子
yxrb 鸭行鹅步
yxrd 一些人的
yxrf 忧心如焚
yxrfi 以小人之心度君子之腹
yxrg 一笑而过
yxrh 意下如何
yxri 阴暗
yxrj 游戏人间
yxrm 阴暗面
yxrn 隐忍
yxrs 游戏人生
yxrsi 鱼香肉丝
yxrw 英雄人物
yxrx 以小人之心
yxry 一心二用
yxrz 一些日子
yxsb 阴森
yxsbi 也许是吧
yxsc 一息尚存
yxsd 因小失大
yxse 阴山
yxsg 也是个
yxsgi 阳朔
yxsh 有些时候
yxshe 一些时候
yxshi 阳伞
yxsi 隐式
yxsj 一些时间
yxsje 因循守旧
yxsji 一线生机
yxsk 印象深刻
yxsl 隐私
yxsle 阴私
yxsm 有些什么
yxsn 院士
yxsne 隐士
yxso 阳寿
yxsoe 阴寿
yxsp 陨石
yxsq 有些事情
yxsqi 一些事情
yxsqo 一小时前
yxsqu 隐私权
yxsr 月销售额
yxss 阴森森
yxssi 隐身术
yxst 阴湿
yxsti 英雄所见略同
yxsu 阴损
yxsw 也是我
yxswi 也许是因为
yxswu 游行示威
yxsy 也是一
yxtc 阳台
yxtk 异想天开
yxty 也同样
yxvd 也知道
yxvdi 一席之地
yxvf 隐衷
yxvg 依宪治国
yxvh 也只好
yxvn 也许只能
yxvne 也只能
yxvq 阴转晴
yxvs 也只是
yxvs; 院宅
yxvse 一心只读圣贤书
yxvsi 也许只是
yxvso 阴宅
yxvsu 阳宅
yxvu 阴招
yxvv 一笑置之
yxvy 也只有
yxvy; 隐者
yxvye 也这样
yxvyi 英雄主义
yxvyo 也许只有
yxvyu 言下之意
yxwb 也未必
yxwd 英雄无用武之地
yxwf 阳痿
yxwfi 也无妨
yxwh 迎新晚会
yxwl 有心无力
yxwle 阳物
yxwm 影响我们
yxwme 也许我们
yxws 云消雾散
yxwt 一些问题
yxwti 有些问题
yxww 阳萎
yxxb 院校
yxxbi 也许吧
yxxh 也喜欢
yxxhe 也许会
yxxj 也许就
yxxl 阴笑
yxxn 隐姓
yxxo 隐形
yxxr 阴虚
yxxri 阳虚
yxxro 用心险恶
yxxru 隐形人
yxxs 阳性
yxxse 阴穴
yxxsi 阴性
yxxso 隐性
yxxsu 也许是
yxxw 一线希望
yxxx 异性相吸
yxxxi 英雄惜英雄
yxxy 也需要
yxxye 也许有
yxxyi 一心想要
yxyd 一心一德
yxyg 也应该
yxyi 阴影
yxyj 也已经
yxyje 隐形眼镜
yxyji 隐喻
yxyjo 阴爻
yxyju 阳爻
yxyk 隐逸
yxyo 阴云
yxyp 阴郁
yxype 一笑一颦
yxyr 有血有肉
yxyri 音讯杳然
yxys 影响因素
yxys; 忧形于色
yxyse 欲仙欲死
yxysi 烟消云散
yxyso 越陷越深
yxysu 隐忧
yxyv 隐约
yxyvi 言行一致
yxyvu 亚细亚洲
yxyw 也因为
yxywi 也以为
yxywu 也许因为
yxyx 阴阳
yxyxi 隐隐
yxyxo 阳阳
yxyxu 阴阴
yxyy 也一样
yxyye 一心一意
yxyyi 阴雨
yxyyo 有喜有忧
yxyyu 一些原因
yxyz 也应在
yxzd 悠闲自得
yxzj 隐踪
yxzk 有心栽花花不开
yxzm 有仙则名
yxzs 有限责任公司
yybb 原原本本
yybbi 摇摇摆摆
yybd 源源不断
yybde 永远不知道
yybdi 犹豫不定
yybdo 以怨报德
yybdu 游移不定
yybf 有一部分
yybfe 要言不烦
yybfi 一言不发
yybfo 一夜暴富
yybfu 一语不发
yybg 远远不够
yybh 永远不会
yybhe 亚伯
yybhi 一言不合
yybj 犹豫不决
yybje 源源不绝
yybji 英语八级
yybjo 一言不合就
yybl 营养不良
yyble 郁郁不乐
yybli 怏怏不乐
yyblu 语音备忘录
yybm 一叶蔽目
yybn 永远不能
yybne 严办
yybp 雨布
yybr 要不然
yybri 远远不如
yybs 要不是
yybsi 依依不舍
yybso 有眼不识泰山
yybsu 远远不是
yybt 一夜白头
yybv 一叶扁舟
yybvi 一言蔽之
yybx 语焉不详
yyby 要不要
yybye 永远不要
yybyi 以怨报怨
yycc 远远超出
yycce 一语成谶
yycci 郁郁葱葱
yycco 疑云重重
yyccu 影影绰绰
yycd 严词
yycdi 英英词典
yycg 远远超过
yycl 严辞
yycle 以优吃劣
yycm 严惩
yycme 一夜成名
yycr 异于常人
yycw 一跃成为
yycwi 以一持万
yycx 应用程序
yycxi 勇于创新
yycxu 牙龈出血
yycz 已有词组
yydb 以一当百
yydbi 以一敌百
yydc 抑扬顿挫
yydci 友谊地久天长
yydd 有一定的
yyddi 有一点点
yyddo 有一搭没一搭
yyddu 耶诞
yyde 严迪
yydei 雨蝶
yydf 以言代法
yydfi 友谊的小船说翻就翻
yydg 泱泱大国
yydgi 洋洋大观
yydh 愿意的话
yydhe 越洋电话
yydj 一语道破天机
yydk 严冬
yydl 以逸待劳
yydn 由易到难
yydp 一语道破
yydr 友谊第一比赛第二
yydri 一样的人
yydru 一语点醒梦中人
yyds 一衣带水
yydsi 以一当十
yydt 雨滴
yydv 英勇斗争
yydx 一样东西
yydy 远远低于
yydy; 友谊第一
yydya 有一得一
yydye 远远大于
yydyi 洋洋得意
yydyo 一一对应
yydyu 远远多于
yyff 营养丰富
yyffi 淫雨霏霏
yyffo 意义非凡
yyffu 霪雨霏霏
yyfj 严父
yyfl 亚非拉
yyfle 一夜风流
yyfm 羽翼丰满
yyfr 养一方人
yyfri 一夜夫妻百日恩
yyfru 亚非欧
yyfs 因噎废食
yyfsi 押一付三
yyfy 踊跃发言
yygb 严格
yygf 有一个大胆的想法
yygg 蝇营狗苟
yygh 郁郁寡欢
yyghe 抑郁寡欢
yygj 英语国家
yygl 雨刮
yygn 演绎归纳
yygq 阴阳怪气
yygqi 雨刮器
yygr 有一个人
yygs 也应该是
yygsi 营养过剩
yygsu 寓言故事
yygt 有一个问题
yygv 一以贯之
yygvi 艳阳高照
yygx 一意孤行
yygy 远远高于
yyhc 雨花茶
yyhd 原因很简单
yyhh 摇摇晃晃
yyhhe 耶和华
yyhhi 晕晕乎乎
yyhho 晕晕糊糊
yyhl 依样画葫芦
yyhp 依样画瓢
yyhs 严寒
yyhsi 雨花石
yyht 一氧化碳
yyhti 雨花台
yyhv 妖言惑众
yyhw 意欲何为
yyhx 饮誉华夏
yyhy 以牙还牙
yyhye 以眼还眼
yyjb 严禁
yyjbi 燕居
yyjc 油盐酱醋
yyjci 一言既出
yyjcu 酉鸡
yyjd 亚军
yyjdi 严谨
yyjdu 一言九鼎
yyje 严峻
yyjei 雨具
yyjf 燕京
yyjh 有一句话
yyjhe 一有机会
yyjhi 妖艳贱货
yyji 雨景
yyjj 远远近近
yyjje 有一句没一句
yyjji 由远及近
yyjjo 医用酒精
yyjk 亚健康
yyjl 雨季
yyjq 一应俱全
yyjqi 义勇军进行曲
yyjqu 样样俱全
yyjr 夜以继日
yyjri 一语惊醒梦中人
yyjs 原因就是
yyjsi 应用技术
yyjt 样样精通
yyjti 要津
yyjv 应用价值
yyjvi 营养价值
yyjvu 玉叶金枝
yyjx 雨夹雪
yyjy 应有尽有
yyjye 英勇就义
yyjyi 原因就在于
yykg 余勇可贾
yykj 隐约可见
yykje 隐隐可见
yykl 予以考虑
yykle 亚克力
yykn 也有可能
yyks 逸豫可以亡身
yyku 严控
yykw 严苛
yykx 应用科学
yykxi 营养快线
yykxu 亚克西
yyky 严酷
yykye 一样可以
yylc 源远流长
yylj 严于律己
yylje 严以律己
yylji 一一列举
yyljo 英语六级
yylju 岳阳楼记
yylk 耶鲁
yyll 庸庸碌碌
yylle 有压力才有动力
yylli 一一罗列
yylm 阴雨连绵
yylp 严厉
yylr 炎炎烈日
yyls 雨帘
yylsi 英语老师
yylt 雨淋
yylte 银样镴枪头
yylti 雨涝
yylto 银样蜡枪头
yyltu 语音聊天
yylu 雨露
yylx 遥遥领先
yymb 阴云密布
yymbi 亚麻布
yymd 亚麻跌
yymdi 亚灭蝶
yymm 阴雨绵绵
yymme 烟雨濛濛
yymmi 烟雨蒙蒙
yymo 燕麦
yyms 要么是
yymv 亚膜
yymx 亚马逊
yymy 永远没有
yymye 远远没有
yymyi 有用没用
yymyo 由于没有
yymz 要面子
yynj 一言难尽
yynn 爷爷奶奶
yynne 余音袅袅
yynq 永远年轻
yyny 酝酿
yypd 音乐频道
yypdi 英语频道
yypn 亚平宁
yypu 雨披
yyqc 咬牙切齿
yyqci 隐约其辞
yyqh 有缘千里来相会
yyqj 玉液琼浆
yyqn 药药切克闹
yyqt 燕雀
yyqx 易烊千玺
yyrc 永远如此
yyrci 也应如此
yyrd 亚热带
yyrh 业余爱好
yyri 亚欧
yyrj 应用软件
yyrje 一饮而尽
yyrk 燕尔
yyrke 永远热泪盈眶
yyrl 余音绕梁
yyrq 一跃而起
yyrs 应运而生
yyrsi 一拥而上
yyrv 郁郁而终
yyrvi 有意而为之
yyrx 原因如下
yyrxi 一跃而下
yysb 严肃
yysbi 雨刷
yysbu 亚述
yysc 亚圣
yysci 寓意深长
yysd 有意思的
yysdi 应用商店
yysdu 雨神
yyse 燕山
yysei 严嵩
yysf 一隅三反
yysfi 语音输入法
yysg 一语双关
yysgi 夜夜笙歌
yysh 雨伞
yyshe 熠熠生辉
yyshi 业余生活
yysj 意义上讲
yysje 业余时间
yysji 营业时间
yysjo 英语四级
yysk 耶稣
yyske 意义上看
yysl 有约束力
yysm 要什么
yysme 又有什么
yysmi 有意思吗
yysmo 有意思么
yysmu 夜有所梦
yyso 亚瑟
yysp 越野赛跑
yysq 雨刷器
yysr 语音输入
yyss 意义上说
yyss; 亚松森
yysse 洋洋洒洒
yyssi 严守
yysso 严严实实
yyssu 有意思的是
yyst 雨水
yysti 严师
yysu 雨势
yysue 严霜
yysv 雨丝
yysvi 燕云十六州
yysx 严肃性
yysxi 夜有所想
yysy 耶酥
yysye 有一说一
yysz 原因所在
yyszi 摇曳生姿
yyth 雨停
yytn 颐养天年
yytq 亚太区
yytv 冤有头债有主
yytz 右眼跳灾
yyvb 亚洲杯
yyvd 严重的
yyvde 一隅之地
yyvdi 要知道
yyvdo 一语中的
yyvdu 意义重大
yyve 要账
yyvg 有一种不祥的预感
yyvj 一夜之间
yyvje 沿用至今
yyvl 亚种
yyvm 一叶障目
yyvme 运用之妙
yyvn 燕赵
yyvo 雨珠
yyvq 一叶知秋
yyvr 养育之恩
yyvri 语言障碍
yyvs 芸芸众生
yyvse 一叶障目不见泰山
yyvsi 音乐之声
yyvso 语言中枢
yyvsu 一一赘述
yyvt 亚洲
yyvv 营业执照
yyvvi 谣言止于智者
yyvw 以一知万
yyvx 严重性
yyvy 要注意
yyvye 原因之一
yyvyi 要职
yyvyo 严整
yyvyu 以夷制夷
yyvz 有一阵子
yyvzi 语音转文字
yywb 燕尾
yywc 引以为耻
yywd 一言为定
yywdi 燕尾蝶
yywdu 营业网点
yywf 永远无法
yywfe 羽翼未丰
yywfi 有缘无份
yywfo 有缘无分
yywfu 燕尾服
yywh 有益无害
yywhe 引以为豪
yywhi 亚伟
yywho 引以为憾
yywj 意犹未尽
yywje 引以为戒
yywji 引以为鉴
yywjo 意犹未竟
yywm 有勇无谋
yywme 一夜无眠
yywo 燕王
yywq 遥遥无期
yywr 引以为傲
yywri 引以为荣
yyws 燕窝
yywsi 医药卫生
yywsu 云雨巫山
yywu 雨雾
yywv 营养物质
yywvi 有眼无珠
yywvu 有意为之
yywx 阴阳五行
yywy 有意无意
yywz 语言文字
yyxb 依依惜别
yyxbi 冤冤相报
yyxd 遥遥相对
yyxdi 鱼与熊掌不可兼得
yyxg 阴阳相隔
yyxi 燕曦
yyxl 冤冤相报何时了
yyxle 严选
yyxo 亚型
yyxoe 严刑
yyxr 有一些人
yyxri 炎炎夏日
yyxs 亚硝酸
yyxsi 鸳鸯戏水
yyxu 雨雪
yyxue 要挟
yyxv 鱼与熊掌
yyxx 疑义相与析
yyxy 音乐学院
yyxy; 雨巷
yyxya 咿呀学语
yyxye 亚细亚
yyxyi 雨鞋
yyxyo 远远小于
yyxyu 有样学样
yyyb 溢于言表
yyyc 亚运村
yyyd 有氧运动
yyydi 有原因的
yyydu 也有一点
yyye 燕园
yyyf 雨衣
yyyfi 雨夜
yyyfu 亚裔
yyyg 也有一个
yyygi 又有一个
yyyh 亚运会
yyyl 愈演愈烈
yyyle 越演越烈
yyym 有勇有谋
yyyo 亚运
yyyoe 燕云
yyyq 严要求
yyyqi 月有阴晴圆缺
yyyr 一月一日
yyys 跃跃欲试
yyysi 一一映射
yyyt 一叶一菩提
yyyv 欲言又止
yyyvi 摇摇欲坠
yyyvo 也有一种
yyyvu 一言以蔽之
yyyx 也有一些
yyyxi 奄奄一息
yyyxo 酉阳
yyyxu 一言一行
yyyy 隐隐约约
yyyy; 雨燕
yyyya 咿咿呀呀
yyyye 一样一样
yyyyi 永远永远
yyyyo 犹犹豫豫
yyyyu 永永远远
yyzd 洋洋自得
yyzdi 悠游自得
yyzf 燕姿
yyzh 引以自豪
yyzj 有缘再见
yyzl 亚足联
yyzm 要怎么
yyzme 英语字母
yyzr 运用自如
yyzri 言犹在耳
yyzs 犹豫再三
yyzsi 有孕在身
yyzt 隐隐作痛
yyzx 有言在先
yyzxi 有约在先
yyzy 原因在于
yyzye 意义在于
yzbb 睚眦必报
yzbc 一字不差
yzbf 英姿勃发
yzbk 一字摆开
yzbl 一字不漏
yzbx 意在笔先
yzcl 月增长率
yzcs 一字长蛇
yzcv 一字长蛇阵
yzcw 疑罪从无
yzcy 养尊处优
yzdp 越俎代庖
yzfr 圆凿方枘
yzfv 原则方针
yzfx 一醉方休
yzgf 远走高飞
yzgl 以资鼓励
yzgm 有则改之无则加勉
yzgv 有则改之
yzhf 英姿焕发
yzhj 运载火箭
yzhs 油嘴滑舌
yzjc 一醉解千愁
yzlc 一字连城
yzlv 一走了之
yzmb 要怎么办
yzml 又怎么了
yzmn 又怎么能
yzmne 又怎么可能
yzmy 又怎么样
yzpg 意在沛公
yzpk 一字排开
yzqj 一字千金
yzsc 永载史册
yzss 英姿飒爽
yzssi 养在深闺人不识
yztb 远在天边
yztq 远在天边近在眼前
yztx 远走他乡
yztxi 远在他乡
yzty 远走天涯
yzvc 一字之差
yzvd 以子之矛攻子之盾
yzvdi 有组织地
yzvdu 有组织的
yzvm 以子之矛
yzvs 一字之师
yzwj 有增无减
yzwl 原子物理
yzwt 原则问题
yzwx 以自我为中心
yzxd 有贼心没贼胆
yzxl 与子偕老
yzyc 也在于此
yzyd 一字一顿
yzyj 一字一句
yzyl 又脏又累
yzyw 有滋有味
yzyy 越走越远
yzyz 悠哉悠哉
yzyzi 优哉游哉
yzyzu 悠哉游哉
zbbf 左半部分
zbch 足不出户
zbcn 坐北朝南
zbdv 资不抵债
zbgx 坐不改姓
zbhd 棕褐
zbjk 赞不绝口
zbjm 自报家门
zblb 棕榈
zbll 自不量力
zbml 棕毛
zbpl 载波频率
zbrs 再比如说
zbrv 罪不容诛
zbsc 资本市场
zbsg 作壁上观
zbsh 资本社会
zbsv 棕绳
zbtb 载波同步
zbtg 凿壁偷光
zbvd 资本主义制度
zbvh 资本主义社会
zbvj 资本主义国家
zbvl 资本主义道路
zbvy 资本主义
zbvye 资本主义阵营
zbxc 棕熊
zbyb 左膀右臂
zbzq 自暴自弃
zbzx 在不在线
zcbf 组成部分
zcbs 在此不一一赘述
zccs 杂草丛生
zcdt 紫菜蛋花汤
zcfy 子承父业
zchh 再创辉煌
zcjj 资产阶级
zcjm 资产阶级革命
zcjs 在此基础上
zcjv 资产阶级专政
zcmb 总参谋部
zcmf 祖传秘方
zcmv 总参谋长
zcpd 作出判断
zcpdi 做出判断
zcqj 在此期间
zcsk 坐吃山空
zcss 造成损失
zctx 自成体系
zcvh 在此之后
zcvhe 自此之后
zcvq 在此之前
zcwg 早出晚归
zcxg 再创新高
zcxh 自惭形秽
zcyh 自此以后
zcyj 自成一家
zcyje 在此一举
zcym 子丑寅卯
zcyq 在此以前
zcyt 自成一体
zczl 自吹自擂
zczx 自产自销
zdbc 自动保存
zdbr 躁动不安
zdbv 最低保障
zdbx 最毒不过妇人心
zdcd 最大程度
zdcdi 最大程度地
zdcj 自动存取款机
zdcv 祖冲之
zddj 自动对焦
zddp 自动调频
zddt 最大的问题
zddx 在大多数情况下
zdfm 祖父母
zdfn 祖坟
zdfw 自动发文
zdfx 最毒妇人心
zdfz 坐地分赃
zdgj 自动柜员机
zdgs 最大公约数
zdgz 早得贵子
zdhf 自动回复
zdjc 自动检测
zdkl 自动控制原理
zdkn 最大可能
zdkv 自动控制
zdlj 总的来讲
zdlk 总的来看
zdls 总的来说
zdlsi 总得来说
zdml 祖母绿
zdnl 最大努力
zdnn 祖奶奶
zdpm 左道旁门
zdqb 自动铅笔
zdqj 自动取款机
zdqje 坐地起价
zdql 自得其乐
zdqw 最低气温
